国家,确诊,治愈,死亡,日期
德国,177850,159900,8216,2020-05-23
捷克,8754,5922,306,2020-05-23
波黑,2352,1446,139,2020-05-23
保加利亚,2372,727,125,2020-05-23
苏丹,3378,372,137,2020-05-23
巴林,8774,4462,12,2020-05-23
卢森堡,3980,3789,109,2020-05-23
加纳,6617,1978,31,2020-05-23
埃塞俄比亚,399,123,5,2020-05-23
毛里塔尼亚,173,6,5,2020-05-23
塞内加尔,2976,1416,34,2020-05-23
摩洛哥,7332,4377,197,2020-05-23
阿尔巴尼亚,969,714,31,2020-05-23
瑞士,30694,27900,1638,2020-05-23
几内亚比绍,1109,42,6,2020-05-23
韩国,11165,10194,266,2020-05-23
利比亚,71,35,3,2020-05-23
立陶宛,1594,1049,61,2020-05-23
拉脱维亚,1025,464,22,2020-05-23
爱沙尼亚,1800,1275,64,2020-05-23
匈牙利,3713,1655,482,2020-05-23
塞浦路斯,923,504,26,2020-05-23
圣多美和普林西比,269,4,11,2020-05-23
安哥拉,60,17,3,2020-05-23
叙利亚,58,27,3,2020-05-23
芬兰,6537,4800,306,2020-05-23
斯洛文尼亚,1468,1335,106,2020-05-23
尼日尔,924,734,60,2020-05-23
格鲁吉亚,723,425,12,2020-05-23
圭亚那,237,0,1,2020-05-23
泰国,3037,2798,56,2020-05-23
钻石公主号邮轮,712,574,13,2020-05-23
乌拉圭,753,603,20,2020-05-23
毛里求斯,332,322,10,2020-05-23
南非,20125,10104,397,2020-05-23
哥伦比亚,19131,4431,682,2020-05-23
瑞典,33286,4971,4027,2020-05-23
法国,144556,64209,28289,2020-05-23
厄瓜多尔,35828,3557,3056,2020-05-23
玻利维亚,4919,159,199,2020-05-23
比利时,56810,15155,9237,2020-05-23
巴拿马,9977,455,287,2020-05-23
多米尼加,13657,993,448,2020-05-23
洪都拉斯,3100,0,151,2020-05-23
智利,65393,26546,673,2020-05-23
葡萄牙,30200,6452,1289,2020-05-23
意大利,228658,136720,32616,2020-05-23
波多黎各,2913,0,126,2020-05-23
塞尔维亚,12117,5836,267,2020-05-23
委内瑞拉,824,0,10,2020-05-23
哥斯达黎加,882,0,10,2020-05-23
法属圭亚那,237,0,1,2020-05-23
科特迪瓦,2301,1100,29,2020-05-23
海地,663,0,22,2020-05-23
阿尔及利亚,7918,4256,582,2020-05-23
刚果（金）,2025,312,63,2020-05-23
北马其顿,1898,1378,111,2020-05-23
喀麦隆,4400,1822,159,2020-05-23
卡塔尔,42213,8513,21,2020-05-23
中非共和国,479,18,0,2020-05-23
马达加斯加,405,131,2,2020-05-23
丹麦,11230,9643,561,2020-05-23
马约特,1494,0,19,2020-05-23
尼加拉瓜,279,0,17,2020-05-23
加蓬,1728,402,12,2020-05-23
澳大利亚,7106,6494,102,2020-05-23
希腊,2853,1473,168,2020-05-23
巴拉圭,836,198,11,2020-05-23
赤道几内亚,960,165,11,2020-05-23
索马里,1594,204,61,2020-05-23
奥地利,16335,14951,633,2020-05-23
古巴,1908,525,80,2020-05-23
刚果（布）,469,137,16,2020-05-23
马拉维,72,27,3,2020-05-23
吉布提,2047,1052,10,2020-05-23
佛得角,356,44,3,2020-05-23
几内亚,1109,42,6,2020-05-23
黑山,325,265,9,2020-05-23
克罗地亚,2237,1946,97,2020-05-23
塔吉克斯坦,2350,493,44,2020-05-23
贝宁,339,62,3,2020-05-23
黎巴嫩,1086,663,26,2020-05-23
南苏丹,481,6,6,2020-05-23
莫桑比克,162,48,0,2020-05-23
纳米比亚,18,3,0,2020-05-23
乍得,588,0,58,2020-05-23
马里,1594,204,61,2020-05-23
赞比亚共和国,866,302,7,2020-05-23
牙买加,529,0,9,2020-05-23
斯威士兰,220,13,2,2020-05-23
也门共和国,197,7,33,2020-05-23
津巴布韦,51,5,4,2020-05-23
卢旺达,320,178,0,2020-05-23
斯里兰卡,1068,620,9,2020-05-23
圣马力诺,672,2,41,2020-05-23
利比里亚,240,85,23,2020-05-23
多哥,354,107,12,2020-05-23
留尼旺,449,0,1,2020-05-23
挪威,8301,7999,234,2020-05-23
塞拉利昂,585,205,35,2020-05-23
爱尔兰,24506,21060,1592,2020-05-23
马尔代夫,1274,91,4,2020-05-23
斯洛伐克,1502,806,28,2020-05-23
博茨瓦纳,29,0,1,2020-05-23
约旦,684,457,9,2020-05-23
安道尔,762,472,51,2020-05-23
坦桑尼亚,509,167,21,2020-05-23
科摩罗,34,0,1,2020-05-23
马恩岛,336,0,24,2020-05-23
关岛,160,0,5,2020-05-23
马耳他,599,367,6,2020-05-23
泽西岛,306,0,29,2020-05-23
马来西亚,7185,5912,115,2020-05-23
布隆迪共和国,42,4,1,2020-05-23
苏里南,11,6,1,2020-05-23
突尼斯,1046,819,47,2020-05-23
马提尼克,192,0,14,2020-05-23
根西岛,252,0,13,2020-05-23
蒙古,141,24,0,2020-05-23
开曼群岛,111,0,2,2020-05-23
法罗群岛,187,0,0,2020-05-23
直布罗陀,149,0,1,2020-05-23
瓜德罗普岛,155,0,13,2020-05-23
布基纳法索,812,655,52,2020-05-23
百慕大,125,0,9,2020-05-23
冰岛,1803,1755,10,2020-05-23
乌干达,264,63,0,2020-05-23
特立尼达和多巴哥,116,0,8,2020-05-23
缅甸,199,108,6,2020-05-23
越南,324,169,0,2020-05-23
巴哈马,97,0,11,2020-05-23
阿鲁巴,101,0,3,2020-05-23
巴巴多斯,90,0,7,2020-05-23
不丹,21,0,0,2020-05-23
冈比亚,24,2,1,2020-05-23
柬埔寨,123,122,0,2020-05-23
圣文森特和格林纳丁斯,18,0,0,2020-05-23
北马里亚纳群岛联邦,22,0,2,2020-05-23
格林那达,22,0,0,2020-05-23
文莱,141,131,1,2020-05-23
英属维尔京群岛,8,0,1,2020-05-23
新西兰,1153,1347,21,2020-05-23
中国,89496,84577,4687,2020-05-24
美国,1626258,361239,97149,2020-05-24
巴西,349178,142587,22168,2020-05-24
印度,131868,54441,3867,2020-05-24
英国,257154,539,36675,2020-05-24
俄罗斯,344481,113299,3541,2020-05-24
孟加拉国,33610,6901,480,2020-05-24
秘鲁,115754,47915,3373,2020-05-24
墨西哥,65856,44919,7179,2020-05-24
西班牙,235772,151294,28752,2020-05-24
巴基斯坦,54601,17198,1133,2020-05-24
阿根廷,11353,2920,445,2020-05-24
埃及,16513,4628,735,2020-05-24
沙特阿拉伯,72560,43520,390,2020-05-24
菲律宾,14035,3249,868,2020-05-24
印度尼西亚,22271,5402,1372,2020-05-24
荷兰,45236,291,5822,2020-05-24
伊拉克,4272,2585,152,2020-05-24
加拿大,84081,43305,6380,2020-05-24
乌克兰,20986,7099,617,2020-05-24
哈萨克斯坦,8322,4214,35,2020-05-24
危地马拉,2512,0,48,2020-05-24
以色列,16712,14085,279,2020-05-24
伊朗,135701,105801,7417,2020-05-24
阿曼,7770,1933,36,2020-05-24
尼日利亚,7526,2174,221,2020-05-24
土耳其,155686,117602,4308,2020-05-24
阿富汗,9998,1040,216,2020-05-24
亚美尼亚,6661,3064,81,2020-05-24
罗马尼亚,17857,11187,1170,2020-05-24
科威特,21302,6117,156,2020-05-24
阿联酋,29485,15056,245,2020-05-24
阿塞拜疆,3982,2506,49,2020-05-24
波兰,20931,8977,993,2020-05-24
白俄罗斯,36198,14155,199,2020-05-24
肯尼亚,1214,383,51,2020-05-24
吉尔吉斯斯坦,1403,980,14,2020-05-24
巴勒斯坦,608,346,4,2020-05-24
摩尔多瓦,6994,3452,242,2020-05-24
乌兹别克斯坦,3089,2532,13,2020-05-24
尼泊尔,584,70,3,2020-05-24
萨尔瓦多,1725,0,33,2020-05-24
日本,16611,11415,839,2020-05-24
新加坡,31616,13882,23,2020-05-24
德国,178281,160300,8247,2020-05-24
捷克,8853,6038,314,2020-05-24
波黑,2393,1556,140,2020-05-24
保加利亚,2408,727,126,2020-05-24
苏丹,3628,424,146,2020-05-24
巴林,9093,4581,13,2020-05-24
卢森堡,3981,3789,109,2020-05-24
加纳,6683,1998,32,2020-05-24
埃塞俄比亚,582,152,5,2020-05-24
毛里塔尼亚,173,6,5,2020-05-24
塞内加尔,3047,1456,35,2020-05-24
摩洛哥,7406,4638,198,2020-05-24
阿尔巴尼亚,981,714,31,2020-05-24
瑞士,30694,27900,1638,2020-05-24
几内亚比绍,1114,42,6,2020-05-24
韩国,11165,10194,266,2020-05-24
利比亚,72,35,3,2020-05-24
立陶宛,1604,1049,61,2020-05-24
拉脱维亚,1030,464,22,2020-05-24
爱沙尼亚,1807,1275,64,2020-05-24
匈牙利,3741,1690,486,2020-05-24
塞浦路斯,927,504,26,2020-05-24
圣多美和普林西比,269,4,11,2020-05-24
安哥拉,60,17,3,2020-05-24
叙利亚,86,41,4,2020-05-24
芬兰,6568,4800,306,2020-05-24
斯洛文尼亚,1478,1335,106,2020-05-24
尼日尔,937,734,60,2020-05-24
格鲁吉亚,730,522,12,2020-05-24
圭亚那,249,27,10,2020-05-24
泰国,3040,2798,56,2020-05-24
钻石公主号邮轮,712,574,13,2020-05-24
乌拉圭,753,603,20,2020-05-24
毛里求斯,332,322,10,2020-05-24
南非,21343,10104,407,2020-05-24
哥伦比亚,20177,4431,705,2020-05-24
瑞典,33537,4971,4032,2020-05-24
法国,144806,64547,28332,2020-05-24
厄瓜多尔,36258,3536,3096,2020-05-24
玻利维亚,5187,159,215,2020-05-24
比利时,57092,15272,9280,2020-05-24
巴拿马,10116,455,291,2020-05-24
多米尼加,13989,993,456,2020-05-24
洪都拉斯,3204,0,156,2020-05-24
智利,65393,26546,673,2020-05-24
葡萄牙,30471,6452,1302,2020-05-24
意大利,229327,138840,32735,2020-05-24
波多黎各,3030,0,126,2020-05-24
塞尔维亚,12184,5857,267,2020-05-24
委内瑞拉,882,0,10,2020-05-24
哥斯达黎加,903,0,10,2020-05-24
法属圭亚那,249,0,1,2020-05-24
科特迪瓦,2366,1188,30,2020-05-24
海地,734,0,25,2020-05-24
阿尔及利亚,7918,4256,582,2020-05-24
刚果（金）,2141,317,63,2020-05-24
北马其顿,1941,1411,113,2020-05-24
喀麦隆,4400,1822,159,2020-05-24
卡塔尔,43714,9170,23,2020-05-24
中非共和国,552,18,1,2020-05-24
马达加斯加,448,131,2,2020-05-24
丹麦,11289,9643,561,2020-05-24
马约特,1521,0,19,2020-05-24
尼加拉瓜,279,0,17,2020-05-24
加蓬,1728,402,12,2020-05-24
澳大利亚,7109,6506,102,2020-05-24
希腊,2873,1473,169,2020-05-24
巴拉圭,838,198,11,2020-05-24
赤道几内亚,960,165,11,2020-05-24
索马里,1594,204,61,2020-05-24
奥地利,16361,14951,635,2020-05-24
古巴,1916,525,81,2020-05-24
刚果（布）,469,137,16,2020-05-24
马拉维,82,27,3,2020-05-24
吉布提,2270,1052,10,2020-05-24
佛得角,362,44,3,2020-05-24
几内亚,1114,42,6,2020-05-24
黑山,325,265,9,2020-05-24
克罗地亚,2243,1946,99,2020-05-24
塔吉克斯坦,2738,1223,44,2020-05-24
贝宁,339,62,3,2020-05-24
黎巴嫩,1114,688,26,2020-05-24
南苏丹,481,6,6,2020-05-24
莫桑比克,164,48,0,2020-05-24
纳米比亚,19,3,0,2020-05-24
乍得,611,0,59,2020-05-24
马里,1594,574,63,2020-05-24
赞比亚共和国,920,302,7,2020-05-24
牙买加,534,0,9,2020-05-24
斯威士兰,225,13,2,2020-05-24
也门共和国,209,7,34,2020-05-24
津巴布韦,51,5,4,2020-05-24
卢旺达,321,178,0,2020-05-24
斯里兰卡,1089,660,9,2020-05-24
圣马力诺,672,2,41,2020-05-24
利比里亚,249,85,24,2020-05-24
多哥,363,107,12,2020-05-24
留尼旺,449,0,1,2020-05-24
挪威,8309,7999,235,2020-05-24
塞拉利昂,606,205,38,2020-05-24
爱尔兰,24582,21060,1604,2020-05-24
马尔代夫,1313,91,4,2020-05-24
斯洛伐克,1503,806,28,2020-05-24
博茨瓦纳,29,0,1,2020-05-24
约旦,700,457,9,2020-05-24
安道尔,762,472,51,2020-05-24
坦桑尼亚,509,167,21,2020-05-24
科摩罗,34,0,1,2020-05-24
马恩岛,336,0,24,2020-05-24
关岛,160,0,5,2020-05-24
马耳他,600,367,6,2020-05-24
泽西岛,306,0,29,2020-05-24
马来西亚,7245,5945,115,2020-05-24
布隆迪共和国,42,4,1,2020-05-24
苏里南,11,6,1,2020-05-24
突尼斯,1048,819,47,2020-05-24
马提尼克,197,0,14,2020-05-24
根西岛,252,0,13,2020-05-24
蒙古,141,24,0,2020-05-24
莱索托,2,0,0,2020-05-24
开曼群岛,121,0,2,2020-05-24
法罗群岛,187,0,0,2020-05-24
直布罗陀,151,0,1,2020-05-24
瓜德罗普岛,155,0,13,2020-05-24
布基纳法索,814,655,52,2020-05-24
百慕大,125,0,9,2020-05-24
冰岛,1803,1755,10,2020-05-24
乌干达,274,63,0,2020-05-24
特立尼达和多巴哥,116,0,8,2020-05-24
缅甸,201,108,6,2020-05-24
越南,325,267,0,2020-05-24
巴哈马,97,0,11,2020-05-24
阿鲁巴,101,0,3,2020-05-24
巴巴多斯,90,0,7,2020-05-24
法属波利尼西亚,89,0,0,2020-05-24
冈比亚,25,2,1,2020-05-24
柬埔寨,124,122,0,2020-05-24
圣文森特和格林纳丁斯,18,0,0,2020-05-24
北马里亚纳群岛联邦,22,0,2,2020-05-24
文莱,141,131,1,2020-05-24
新西兰,1154,1347,21,2020-05-24
中国,156582,147175,9187,2020-05-25
美国,1646495,366736,97794,2020-05-25
巴西,365213,149911,22746,2020-05-25
印度,138845,57721,4021,2020-05-25
英国,259559,539,36793,2020-05-25
俄罗斯,353427,118798,3633,2020-05-25
孟加拉国,35585,7334,501,2020-05-25
秘鲁,119959,49795,3456,2020-05-25
墨西哥,68620,47424,7394,2020-05-25
西班牙,235772,150376,28752,2020-05-25
巴基斯坦,56349,17482,1167,2020-05-25
阿根廷,12076,2920,452,2020-05-25
埃及,17265,4807,764,2020-05-25
沙特阿拉伯,74795,45668,399,2020-05-25
菲律宾,14319,3323,873,2020-05-25
印度尼西亚,22750,5642,1391,2020-05-25
荷兰,45445,291,5830,2020-05-25
伊拉克,4469,2738,160,2020-05-25
加拿大,84699,43985,6424,2020-05-25
乌克兰,20986,7099,617,2020-05-25
哈萨克斯坦,8322,4214,35,2020-05-25
危地马拉,2743,0,53,2020-05-25
以色列,16717,14153,279,2020-05-25
伊朗,137724,107713,7451,2020-05-25
阿曼,7770,1933,36,2020-05-25
尼日利亚,7526,2174,221,2020-05-25
土耳其,156827,118694,4340,2020-05-25
阿富汗,10582,1075,218,2020-05-25
亚美尼亚,7113,3145,87,2020-05-25
罗马尼亚,18070,11399,1185,2020-05-25
科威特,21302,6117,156,2020-05-25
阿联酋,29485,15056,245,2020-05-25
阿塞拜疆,4271,2741,51,2020-05-25
波兰,21326,9194,996,2020-05-25
白俄罗斯,37144,14449,204,2020-05-25
肯尼亚,1286,402,52,2020-05-25
吉尔吉斯斯坦,1403,980,14,2020-05-25
巴勒斯坦,608,346,5,2020-05-25
摩尔多瓦,6994,3452,250,2020-05-25
乌兹别克斯坦,3150,2565,13,2020-05-25
尼泊尔,675,105,4,2020-05-25
萨尔瓦多,1819,0,33,2020-05-25
日本,16623,11415,843,2020-05-25
新加坡,31960,14876,23,2020-05-25
德国,178570,161200,8257,2020-05-25
捷克,8932,6063,315,2020-05-25
波黑,2393,1556,140,2020-05-25
保加利亚,2408,727,126,2020-05-25
苏丹,3820,458,165,2020-05-25
巴林,9138,4587,14,2020-05-25
卢森堡,3990,3789,109,2020-05-25
加纳,6808,2070,32,2020-05-25
埃塞俄比亚,582,152,5,2020-05-25
毛里塔尼亚,227,6,6,2020-05-25
塞内加尔,3130,1515,35,2020-05-25
摩洛哥,7495,4737,200,2020-05-25
阿尔巴尼亚,989,714,32,2020-05-25
瑞士,30654,27945,1640,2020-05-25
几内亚比绍,1114,42,6,2020-05-25
韩国,11206,10226,267,2020-05-25
利比亚,75,35,3,2020-05-25
立陶宛,1616,1049,63,2020-05-25
拉脱维亚,1046,464,22,2020-05-25
爱沙尼亚,1821,1275,64,2020-05-25
匈牙利,3756,1711,491,2020-05-25
塞浦路斯,927,504,26,2020-05-25
圣多美和普林西比,269,4,11,2020-05-25
安哥拉,60,17,3,2020-05-25
叙利亚,86,41,4,2020-05-25
芬兰,6568,4800,306,2020-05-25
斯洛文尼亚,1478,1335,106,2020-05-25
尼日尔,943,734,61,2020-05-25
格鲁吉亚,731,526,12,2020-05-25
圭亚那,261,27,10,2020-05-25
泰国,3042,2928,57,2020-05-25
钻石公主号邮轮,712,574,13,2020-05-25
乌拉圭,753,603,20,2020-05-25
毛里求斯,332,322,10,2020-05-25
南非,22583,11100,429,2020-05-25
哥伦比亚,21175,4431,727,2020-05-25
瑞典,33537,4971,4032,2020-05-25
法国,144921,64617,28367,2020-05-25
厄瓜多尔,36756,3560,3108,2020-05-25
玻利维亚,5579,159,230,2020-05-25
比利时,57342,15297,9312,2020-05-25
巴拿马,10267,455,295,2020-05-25
多米尼加,14422,993,458,2020-05-25
洪都拉斯,3477,0,167,2020-05-25
智利,69102,28148,718,2020-05-25
葡萄牙,30623,6452,1316,2020-05-25
意大利,229858,140479,32785,2020-05-25
波多黎各,3100,0,127,2020-05-25
塞尔维亚,12184,5857,267,2020-05-25
委内瑞拉,944,0,10,2020-05-25
哥斯达黎加,911,0,10,2020-05-25
法属圭亚那,261,0,1,2020-05-25
科特迪瓦,2366,1188,30,2020-05-25
海地,812,0,25,2020-05-25
阿尔及利亚,8113,4256,592,2020-05-25
刚果（金）,2297,337,67,2020-05-25
北马其顿,1978,1422,113,2020-05-25
喀麦隆,4400,1822,159,2020-05-25
卡塔尔,45465,10363,26,2020-05-25
中非共和国,552,18,1,2020-05-25
马达加斯加,488,131,2,2020-05-25
丹麦,11360,9643,562,2020-05-25
马约特,1521,0,19,2020-05-25
尼加拉瓜,279,0,17,2020-05-25
加蓬,1934,402,12,2020-05-25
澳大利亚,7118,6532,102,2020-05-25
希腊,2878,1473,171,2020-05-25
巴拉圭,862,198,11,2020-05-25
赤道几内亚,1043,165,12,2020-05-25
索马里,1594,204,61,2020-05-25
奥地利,16440,14951,640,2020-05-25
古巴,1931,525,81,2020-05-25
刚果（布）,487,137,16,2020-05-25
马拉维,83,27,4,2020-05-25
吉布提,2270,1052,10,2020-05-25
佛得角,371,44,3,2020-05-25
几内亚,3176,1575,20,2020-05-25
黑山,324,315,9,2020-05-25
克罗地亚,2244,2027,99,2020-05-25
塔吉克斯坦,2738,1223,44,2020-05-25
贝宁,339,62,3,2020-05-25
黎巴嫩,1119,688,26,2020-05-25
南苏丹,563,6,6,2020-05-25
莫桑比克,168,48,0,2020-05-25
纳米比亚,20,3,0,2020-05-25
乍得,648,0,60,2020-05-25
马里,1594,574,63,2020-05-25
赞比亚共和国,920,302,7,2020-05-25
牙买加,544,0,9,2020-05-25
斯威士兰,238,13,2,2020-05-25
也门共和国,216,7,40,2020-05-25
津巴布韦,56,5,4,2020-05-25
卢旺达,325,178,0,2020-05-25
斯里兰卡,1141,674,9,2020-05-25
圣马力诺,672,2,42,2020-05-25
利比里亚,255,85,26,2020-05-25
多哥,373,107,12,2020-05-25
留尼旺,452,0,1,2020-05-25
挪威,8349,7999,235,2020-05-25
塞拉利昂,621,205,39,2020-05-25
爱尔兰,24639,21060,1608,2020-05-25
马尔代夫,1313,91,4,2020-05-25
斯洛伐克,1509,1301,28,2020-05-25
博茨瓦纳,29,0,1,2020-05-25
约旦,704,457,9,2020-05-25
安道尔,763,472,51,2020-05-25
坦桑尼亚,509,167,21,2020-05-25
科摩罗,34,0,1,2020-05-25
马恩岛,336,0,24,2020-05-25
关岛,161,0,5,2020-05-25
马耳他,609,367,6,2020-05-25
泽西岛,306,0,29,2020-05-25
马来西亚,7417,5979,115,2020-05-25
突尼斯,1051,917,48,2020-05-25
马提尼克,197,0,14,2020-05-25
根西岛,252,0,13,2020-05-25
蒙古,141,24,0,2020-05-25
莱索托,2,0,0,2020-05-25
开曼群岛,129,0,2,2020-05-25
法罗群岛,187,0,0,2020-05-25
直布罗陀,151,0,1,2020-05-25
瓜德罗普岛,156,0,13,2020-05-25
布基纳法索,831,655,52,2020-05-25
百慕大,128,0,9,2020-05-25
冰岛,1804,1755,10,2020-05-25
乌干达,312,63,0,2020-05-25
特立尼达和多巴哥,116,0,8,2020-05-25
缅甸,201,108,6,2020-05-25
越南,325,267,0,2020-05-25
巴哈马,97,0,11,2020-05-25
阿鲁巴,101,0,3,2020-05-25
巴巴多斯,90,0,7,2020-05-25
法属波利尼西亚,89,0,0,2020-05-25
不丹,24,0,0,2020-05-25
冈比亚,25,2,1,2020-05-25
柬埔寨,124,122,0,2020-05-25
圣文森特和格林纳丁斯,18,0,0,2020-05-25
北马里亚纳群岛联邦,22,0,2,2020-05-25
文莱,141,131,1,2020-05-25
新西兰,1154,1347,21,2020-05-25
中国,87688,82784,4668,2020-05-26
美国,1665882,379157,98294,2020-05-26
巴西,377711,153833,23606,2020-05-26
印度,145380,60491,4167,2020-05-26
英国,265227,539,37048,2020-05-26
俄罗斯,38059,15086,208,2020-05-26
孟加拉国,35585,7334,501,2020-05-26
秘鲁,123979,50949,3629,2020-05-26
墨西哥,71105,49890,7633,2020-05-26
西班牙,236259,150376,27117,2020-05-26
巴基斯坦,57705,18314,1197,2020-05-26
阿根廷,12076,2920,452,2020-05-26
埃及,17967,4900,783,2020-05-26
沙特阿拉伯,76726,48450,411,2020-05-26
菲律宾,14669,3412,886,2020-05-26
印度尼西亚,23165,5877,1418,2020-05-26
荷兰,45578,291,5856,2020-05-26
伊拉克,4632,2811,163,2020-05-26
加拿大,85998,44638,6566,2020-05-26
乌克兰,21584,7575,644,2020-05-26
哈萨克斯坦,8531,4214,35,2020-05-26
危地马拉,3054,0,57,2020-05-26
以色列,16734,14307,281,2020-05-26
伊朗,139511,109437,7508,2020-05-26
阿曼,8118,2067,37,2020-05-26
尼日利亚,8068,2311,233,2020-05-26
土耳其,157814,120015,4369,2020-05-26
阿富汗,11173,1097,219,2020-05-26
亚美尼亚,7402,3220,91,2020-05-26
罗马尼亚,18283,11630,1193,2020-05-26
科威特,22575,7306,172,2020-05-26
阿联酋,31806,15982,253,2020-05-26
阿塞拜疆,4403,2819,52,2020-05-26
波兰,21631,9276,1007,2020-05-26
白俄罗斯,38059,15086,208,2020-05-26
肯尼亚,1348,405,52,2020-05-26
吉尔吉斯斯坦,1433,980,16,2020-05-26
巴勒斯坦,608,346,5,2020-05-26
摩尔多瓦,7093,3452,256,2020-05-26
乌兹别克斯坦,3180,2565,13,2020-05-26
尼泊尔,772,155,4,2020-05-26
萨尔瓦多,1915,0,35,2020-05-26
日本,16623,11415,843,2020-05-26
新加坡,32343,15738,23,2020-05-26
德国,179002,162000,8302,2020-05-26
捷克,8972,6180,317,2020-05-26
波黑,2393,1556,141,2020-05-26
保加利亚,2433,727,130,2020-05-26
苏丹,655,6,8,2020-05-26
巴林,9223,4916,14,2020-05-26
卢森堡,3992,3789,110,2020-05-26
加纳,6964,2097,32,2020-05-26
埃塞俄比亚,582,152,5,2020-05-26
毛里塔尼亚,262,15,9,2020-05-26
塞内加尔,3161,1565,36,2020-05-26
摩洛哥,7495,4737,200,2020-05-26
阿尔巴尼亚,1004,714,32,2020-05-26
瑞士,30679,28145,1647,2020-05-26
几内亚比绍,1173,42,6,2020-05-26
韩国,11225,10275,269,2020-05-26
利比亚,75,35,3,2020-05-26
立陶宛,1623,1049,63,2020-05-26
拉脱维亚,1047,464,22,2020-05-26
爱沙尼亚,1823,1275,64,2020-05-26
匈牙利,3771,1836,499,2020-05-26
塞浦路斯,935,504,26,2020-05-26
圣多美和普林西比,269,4,11,2020-05-26
安哥拉,69,17,4,2020-05-26
叙利亚,86,41,4,2020-05-26
芬兰,6599,4800,308,2020-05-26
斯洛文尼亚,1509,1335,107,2020-05-26
尼日尔,945,734,61,2020-05-26
格鲁吉亚,731,526,12,2020-05-26
圭亚那,279,27,10,2020-05-26
泰国,3045,2929,57,2020-05-26
钻石公主号邮轮,712,574,13,2020-05-26
乌拉圭,764,603,22,2020-05-26
毛里求斯,334,322,10,2020-05-26
南非,23615,11917,481,2020-05-26
哥伦比亚,21175,4431,727,2020-05-26
瑞典,34604,4971,4146,2020-05-26
法国,145279,65199,28457,2020-05-26
厄瓜多尔,37355,3560,3203,2020-05-26
玻利维亚,5915,159,240,2020-05-26
比利时,57455,15320,9334,2020-05-26
巴拿马,10577,455,299,2020-05-26
多米尼加,14801,993,458,2020-05-26
洪都拉斯,3743,0,174,2020-05-26
智利,77961,30915,806,2020-05-26
葡萄牙,31007,18096,1342,2020-05-26
意大利,230158,141981,32877,2020-05-26
波多黎各,3189,0,127,2020-05-26
塞尔维亚,12265,6858,269,2020-05-26
委内瑞拉,1010,0,10,2020-05-26
哥斯达黎加,918,0,10,2020-05-26
法属圭亚那,279,0,1,2020-05-26
科特迪瓦,2376,1188,30,2020-05-26
海地,865,0,26,2020-05-26
阿尔及利亚,8503,4747,609,2020-05-26
刚果（金）,2403,340,68,2020-05-26
北马其顿,1978,1422,113,2020-05-26
喀麦隆,5044,1917,171,2020-05-26
卡塔尔,47207,11844,28,2020-05-26
中非共和国,604,18,1,2020-05-26
马达加斯加,527,131,2,2020-05-26
丹麦,11387,9643,563,2020-05-26
马约特,1587,0,20,2020-05-26
尼加拉瓜,279,0,17,2020-05-26
加蓬,2135,562,14,2020-05-26
澳大利亚,7133,6553,102,2020-05-26
希腊,2878,1473,171,2020-05-26
巴拉圭,862,198,11,2020-05-26
赤道几内亚,1043,165,12,2020-05-26
索马里,1594,204,61,2020-05-26
奥地利,16440,14951,640,2020-05-26
古巴,1941,525,82,2020-05-26
刚果（布）,487,137,16,2020-05-26
马拉维,83,27,4,2020-05-26
吉布提,2468,1079,14,2020-05-26
佛得角,380,44,3,2020-05-26
几内亚,1173,42,6,2020-05-26
黑山,324,315,9,2020-05-26
克罗地亚,2244,2027,99,2020-05-26
塔吉克斯坦,2929,1223,46,2020-05-26
贝宁,339,62,3,2020-05-26
黎巴嫩,1140,688,26,2020-05-26
南苏丹,655,6,8,2020-05-26
莫桑比克,194,48,0,2020-05-26
纳米比亚,21,3,0,2020-05-26
乍得,675,0,60,2020-05-26
马里,1594,574,65,2020-05-26
赞比亚共和国,920,302,7,2020-05-26
牙买加,550,0,9,2020-05-26
斯威士兰,250,13,2,2020-05-26
也门共和国,226,7,43,2020-05-26
津巴布韦,56,5,4,2020-05-26
卢旺达,327,178,0,2020-05-26
斯里兰卡,1182,695,10,2020-05-26
圣马力诺,672,2,42,2020-05-26
利比里亚,265,85,26,2020-05-26
多哥,381,107,12,2020-05-26
留尼旺,452,0,1,2020-05-26
挪威,8360,7999,235,2020-05-26
塞拉利昂,721,205,40,2020-05-26
爱尔兰,24698,21060,1608,2020-05-26
马尔代夫,1395,91,4,2020-05-26
斯洛伐克,1509,1301,28,2020-05-26
博茨瓦纳,35,0,1,2020-05-26
约旦,708,457,9,2020-05-26
安道尔,763,472,51,2020-05-26
坦桑尼亚,509,167,21,2020-05-26
科摩罗,43,0,1,2020-05-26
马恩岛,336,0,24,2020-05-26
关岛,161,0,5,2020-05-26
马耳他,610,367,6,2020-05-26
泽西岛,306,0,29,2020-05-26
马来西亚,7604,6041,115,2020-05-26
苏里南,11,6,1,2020-05-26
突尼斯,1051,917,48,2020-05-26
马提尼克,197,0,14,2020-05-26
根西岛,252,0,13,2020-05-26
蒙古,141,24,0,2020-05-26
莱索托,2,0,0,2020-05-26
开曼群岛,129,0,2,2020-05-26
法罗群岛,187,0,0,2020-05-26
直布罗陀,155,0,1,2020-05-26
瓜德罗普岛,156,0,13,2020-05-26
布基纳法索,832,655,52,2020-05-26
百慕大,133,0,9,2020-05-26
冰岛,1804,1755,10,2020-05-26
乌干达,312,63,0,2020-05-26
